,Team,Year,Week,Win,Team H/A/N,Opponent,Team Conference,Opponent Conference,Team YPPA 8 Game Avg,Team YPRA 8 Game Avg,Team TOP 8 Game Avg,Team TO 8 Game Avg,Team Points 8 Game Avg,Team Pen Yards 8 Game Avg,Opponent YPPA 8 Game Avg,Opponent YPRA 8 Game Avg,Opponent TOP 8 Game Avg,Opponent TO 8 Game Avg,Opponent Points 8 Game Avg,Opponent Pen Yards 8 Game Avg
6805,Miami OH,2018,12,1,A,Northern Illinois,MAC,MAC,7.22375000000001,3.988749999999999,1872.0,0.625,33.0,59.875,5.232500000000002,4.33625,1688.75,1.125,22.625,67.875
6806,Western Michigan,2018,13,1,H,Northern Illinois,MAC,MAC,7.633749999999997,3.9825,2049.25,1.875,31.375,57.75,5.506250000000001,4.6075,1706.75,1.5,22.875,71.625
6807,Buffalo,2018,14,0,N,Northern Illinois,MAC,MAC,6.966250000000002,4.988749999999997,2021.625,1.5,34.75,38.25,6.210000000000002,4.535,1642.125,1.25,23.375,74.5
6808,UAB,2018,17,1,N,Northern Illinois,CUSA,MAC,7.242500000000003,3.1625000000000014,1857.375,1.625,26.625,60.0,6.365000000000002,4.18125,1666.375,1.375,22.0,72.875
6809,Boston College,2011,1,0,H,Northwestern,ACC,Big 10,8.52,3.47,1862.0,1.0,17.0,47.0,8.21,4.2,1738.0,1.0,24.0,26.0
6810,Army,2011,3,1,H,Northwestern,Independent,Big 10,4.543333333333333,5.04,2309.6666666666665,2.3333333333333335,22.333333333333332,33.666666666666664,7.34,4.23,1459.5,0.5,19.0,43.0
6811,Illinois,2011,5,1,H,Northwestern,Big 10,Big 10,9.62,3.555,1933.75,2.25,27.75,39.5,8.226666666666667,3.923333333333334,1582.6666666666667,0.6666666666666666,24.333333333333332,44.666666666666664
6812,Michigan,2011,6,1,A,Northwestern,Big 10,Big 10,8.996666666666668,6.243333333333333,1780.1666666666667,1.8333333333333333,38.0,36.333333333333336,8.01,4.0125,1517.75,1.0,24.25,46.25
6813,Iowa,2011,7,1,H,Northwestern,Big 10,Big 10,7.773999999999999,3.9199999999999995,1654.0,1.4,32.2,37.0,7.75,3.9560000000000004,1674.8,1.2,25.6,43.2
6814,Penn State,2011,8,1,A,Northwestern,Big 10,Big 10,6.988571428571428,4.02,1865.4285714285713,1.8571428571428572,20.714285714285715,43.57142857142857,7.791666666666667,3.72,1719.6666666666667,1.1666666666666667,25.333333333333332,39.333333333333336
6815,Indiana,2011,9,0,H,Northwestern,Big 10,Big 10,6.1137500000000005,3.63375,1616.625,1.625,21.0,58.125,8.535714285714286,3.9971428571428573,1764.4285714285713,1.1428571428571428,30.142857142857142,37.857142857142854
6816,Nebraska,2011,10,0,H,Northwestern,Big 10,Big 10,7.91,4.985,1698.5,1.375,34.0,50.625,8.82875,3.9762500000000003,1799.625,1.375,29.875,35.625
6817,Rice,2011,11,0,A,Northwestern,CUSA,Big 10,6.767499999999999,3.9437500000000005,1881.75,1.875,25.5,42.75,9.2625,3.8875000000000006,1835.875,1.625,30.375,36.125
6818,Minnesota,2011,12,0,A,Northwestern,Big 10,Big 10,6.629999999999999,3.7937499999999993,1742.625,1.5,16.5,50.5,9.325,3.758750000000001,1901.5,1.875,32.125,28.625
6819,Michigan State,2011,13,1,A,Northwestern,Big 10,Big 10,7.9725,4.03,1814.5,1.25,30.0,54.875,9.004999999999999,3.7012500000000013,1904.125,1.875,29.875,31.375
6820,Texas A&M,2011,17,1,N,Northwestern,Big 12,Big 10,7.0975,4.802499999999999,1714.5,2.0,39.125,65.75,8.79125,3.3375000000000012,1988.625,1.625,29.625,33.375
6821,Syracuse,2012,1,0,H,Northwestern,Big East,Big 10,6.328749999999999,3.7849999999999997,1876.625,1.625,26.0,63.375,8.785,3.2587500000000014,1905.75,1.5,31.0,39.125
6822,Vanderbilt,2012,2,0,A,Northwestern,SEC,Big 10,8.316249999999998,3.4325000000000023,1869.0,1.75,24.875,41.375,8.321250000000001,3.4600000000000017,1889.75,1.375,30.875,41.625
6823,Boston College,2012,3,0,A,Northwestern,ACC,Big 10,6.83625,2.9774999999999996,1839.875,2.0,18.25,31.625,7.53125,3.362500000000002,1905.125,1.5,26.25,47.875
6824,Indiana,2012,5,0,A,Northwestern,Big 10,Big 10,6.3500000000000005,4.7325,1665.375,1.125,22.75,71.25,7.27875,3.7325000000000026,1921.125,1.5,28.25,48.5
6825,Penn State,2012,6,1,H,Northwestern,Big 10,Big 10,6.5625,3.7312499999999997,1825.875,1.5,22.875,44.375,6.2875,3.856250000000002,1823.0,1.25,28.25,49.75
6826,Minnesota,2012,7,0,H,Northwestern,Big 10,Big 10,6.476249999999999,3.9375,1918.0,1.75,19.25,51.125,5.9087499999999995,4.217500000000002,1805.125,1.0,27.375,61.375
6827,Nebraska,2012,8,1,A,Northwestern,Big 10,Big 10,8.40875,5.118750000000001,1893.375,2.125,31.375,57.875,5.3875,4.453750000000002,1780.75,0.875,28.75,58.25
6828,Iowa,2012,9,0,A,Northwestern,Big 10,Big 10,5.465,3.727499999999999,1775.625,1.125,18.75,54.0,5.73125,5.172500000000002,1722.75,1.125,29.5,58.875
6829,Michigan,2012,11,1,H,Northwestern,Big 10,Big 10,7.924999999999999,4.8725,1809.0,2.0,27.5,44.75,5.987500000000001,5.320000000000002,1776.25,1.125,28.125,58.625
6830,Michigan State,2012,12,0,H,Northwestern,Big 10,Big 10,5.87125,3.5987500000000012,1945.5,1.25,19.5,54.0,6.166250000000001,5.065000000000002,1741.875,1.125,28.125,56.75
6831,Illinois,2012,13,0,A,Northwestern,Big 10,Big 10,5.117499999999999,3.3987500000000006,1693.25,2.375,11.75,55.375,6.206250000000001,5.085000000000002,1750.25,1.125,31.625,49.375
6832,Mississippi State,2012,17,0,N,Northwestern,SEC,Big 10,7.14375,3.84625,1740.75,1.75,26.5,39.125,5.7787500000000005,4.740000000000002,1732.0,1.125,30.375,48.75
6833,California,2013,1,0,H,Northwestern,PAC 12,Big 10,7.03125,4.444999999999999,1703.0,3.125,22.25,88.375,6.55625,4.833750000000002,1798.5,1.375,32.375,50.0
6834,Syracuse,2013,2,0,A,Northwestern,ACC,Big 10,7.472499999999998,4.308750000000001,1744.375,1.75,32.125,73.375,7.331250000000001,4.653750000000002,1849.75,1.375,35.75,45.25
6835,Western Michigan,2013,3,0,A,Northwestern,MAC,Big 10,6.5762500000000035,4.109999999999999,1713.75,2.75,25.125,58.125,7.7124999999999995,4.816250000000002,1875.125,1.625,36.5,45.25
6836,Ohio State,2013,6,1,A,Northwestern,Big 10,Big 10,8.217500000000003,5.152499999999998,1881.375,1.375,38.0,57.0,8.044999999999998,4.200000000000002,1913.0,1.625,36.75,41.5
6837,Wisconsin,2013,7,1,H,Northwestern,Big 10,Big 10,8.198749999999999,6.6225000000000005,1883.25,1.125,35.0,41.375,7.587499999999998,3.8850000000000016,1817.625,1.625,33.625,35.875
6838,Minnesota,2013,8,1,A,Northwestern,Big 10,Big 10,6.344999999999997,3.922500000000001,1867.5,1.375,27.375,43.125,7.508749999999997,4.073750000000001,1810.625,2.0,32.875,37.75
6839,Iowa,2013,9,1,H,Northwestern,Big 10,Big 10,6.9475,3.8237499999999995,1856.375,1.625,24.75,25.5,7.5624999999999964,3.985000000000001,1759.375,2.0,27.875,42.125
6840,Nebraska,2013,10,1,H,Northwestern,Big 10,Big 10,6.726250000000001,5.147500000000003,1883.0,2.125,34.75,63.125,7.364999999999997,4.132500000000001,1718.5,1.75,26.625,41.5
6841,Michigan,2013,12,1,A,Northwestern,Big 10,Big 10,8.983750000000002,2.5887499999999983,1901.375,1.75,30.375,30.5,6.776249999999997,3.8437500000000013,1724.375,1.5,23.5,37.75
6842,Michigan State,2013,13,1,A,Northwestern,Big 10,Big 10,7.668750000000001,4.107500000000001,2085.375,0.75,29.625,56.0,6.158749999999998,3.6437500000000016,1690.375,1.875,18.25,32.75
6843,Illinois,2013,14,0,H,Northwestern,Big 10,Big 10,6.848749999999999,3.6012500000000003,1681.0,2.0,24.375,46.75,6.518749999999998,3.2462500000000016,1731.0,1.625,18.625,27.75
6844,California,2014,1,1,A,Northwestern,PAC 12,Big 10,6.0649999999999995,3.7437500000000004,1761.75,1.75,21.0,63.625,5.819999999999998,3.3475000000000015,1714.5,1.625,17.875,22.5
6845,Northern Illinois,2014,2,1,A,Northwestern,MAC,Big 10,8.550000000000002,5.871249999999998,1628.25,0.875,37.75,29.75,6.124999999999998,3.371250000000001,1787.375,1.625,19.0,30.375
6846,Penn State,2014,5,0,H,Northwestern,Big 10,Big 10,8.059999999999997,3.4762499999999994,1963.0,1.5,26.25,40.875,6.359999999999998,3.257500000000001,1829.625,1.375,20.5,34.75
6847,Wisconsin,2014,6,0,A,Northwestern,Big 10,Big 10,5.702499999999998,7.088750000000001,2012.125,2.25,31.5,32.5,6.216249999999998,3.267500000000001,1832.125,1.125,21.75,30.375
6848,Minnesota,2014,7,1,H,Northwestern,Big 10,Big 10,5.802499999999997,3.9075000000000006,1889.375,2.0,18.375,45.125,6.406249999999998,3.0725000000000007,1855.875,1.125,20.875,33.625
6849,Nebraska,2014,8,1,A,Northwestern,Big 10,Big 10,8.281250000000002,5.081250000000003,1903.5,1.625,37.375,60.375,6.303749999999998,3.137500000000001,1832.0,1.125,20.625,37.375
6850,Iowa,2014,10,1,H,Northwestern,Big 10,Big 10,7.127500000000001,3.6687499999999984,1862.75,1.625,27.5,31.75,6.044999999999998,3.057500000000001,1822.25,0.875,20.75,42.125
6851,Michigan,2014,11,1,A,Northwestern,Big 10,Big 10,6.047500000000001,3.843749999999999,1793.625,2.25,19.375,28.125,5.591249999999999,2.667500000000001,1788.25,1.25,17.25,42.75
6852,Notre Dame,2014,12,0,H,Northwestern,Independent,Big 10,8.24125,4.143750000000002,1853.875,2.875,34.375,46.375,5.647499999999999,2.977500000000001,1813.5,1.5,19.625,50.5
6853,Purdue,2014,13,0,H,Northwestern,Big 10,Big 10,5.652500000000003,4.14625,1695.375,2.0,21.875,38.375,5.653749999999999,3.253750000000001,1807.0,1.625,22.5,43.25
6854,Illinois,2014,14,1,A,Northwestern,Big 10,Big 10,5.907499999999998,3.440000000000002,1666.375,1.5,23.5,43.5,5.431249999999999,3.421250000000001,1769.5,2.125,23.0,39.875
6855,Stanford,2015,1,0,A,Northwestern,PAC 12,Big 10,7.828749999999998,4.0875,1957.875,1.375,25.125,35.75,5.171249999999999,3.3912500000000008,1779.375,2.125,22.5,44.5
6856,Duke,2015,3,0,H,Northwestern,ACC,Big 10,6.501250000000001,4.021249999999998,1780.625,1.875,29.125,40.75,4.878749999999998,3.400000000000001,1784.25,2.25,22.75,40.625
6857,Ball State,2015,4,0,A,Northwestern,MAC,Big 10,6.34625,4.803750000000003,1801.125,1.5,27.75,28.125,5.356249999999998,3.6062500000000006,1831.0,2.5,23.625,41.5
6858,Minnesota,2015,5,0,A,Northwestern,Big 10,Big 10,6.262499999999999,3.8600000000000017,1790.0,1.75,18.25,47.25,5.807499999999998,3.752500000000001,1883.375,2.375,26.125,37.375
6859,Michigan,2015,6,1,H,Northwestern,Big 10,Big 10,6.418750000000002,4.723749999999998,2076.375,1.5,27.625,46.5,5.603749999999998,3.975000000000001,1816.375,2.125,25.0,41.0
6860,Iowa,2015,7,1,A,Northwestern,Big 10,Big 10,7.112500000000003,4.862499999999999,1994.0,1.625,32.625,45.375,5.291249999999998,3.5350000000000006,1747.625,2.0,20.875,40.125
6861,Nebraska,2015,8,0,H,Northwestern,Big 10,Big 10,7.115000000000005,4.935000000000002,1955.375,1.375,33.625,67.625,5.138749999999998,3.711250000000001,1675.875,1.75,19.875,43.0
6862,Penn State,2015,10,0,A,Northwestern,Big 10,Big 10,8.172499999999998,3.9999999999999996,1814.75,1.375,26.875,40.375,5.149999999999999,3.808750000000001,1705.375,1.25,18.625,47.0
6863,Purdue,2015,11,0,A,Northwestern,Big 10,Big 10,5.310000000000002,3.3812500000000023,1562.125,1.875,22.0,51.25,5.312499999999998,3.9387500000000006,1703.5,1.625,19.25,42.75
6864,Wisconsin,2015,12,0,H,Northwestern,Big 10,Big 10,7.1587499999999995,3.295000000000002,2024.375,1.875,23.875,52.0,5.307499999999998,3.8462500000000004,1702.625,1.375,18.5,47.25
6865,Illinois,2015,13,0,H,Northwestern,Big 10,Big 10,5.599999999999998,3.581250000000003,1681.5,1.375,16.875,44.25,5.004999999999998,3.6825000000000006,1702.75,1.25,18.5,41.375
6866,Tennessee,2015,17,1,N,Northwestern,SEC,Big 10,6.938749999999999,4.704999999999997,1847.0,1.125,34.0,41.375,4.651249999999998,3.6775,1641.375,1.75,15.875,43.25
6867,Western Michigan,2016,1,1,A,Northwestern,MAC,Big 10,10.26375,4.951250000000002,2185.125,0.875,36.875,51.25,5.272499999999999,3.98375,1626.5,1.75,18.5,40.875
6868,Duke,2016,3,0,A,Northwestern,ACC,Big 10,5.8325000000000005,4.549999999999995,1673.25,2.25,25.375,52.0,5.871249999999999,3.9825,1703.375,1.625,20.25,38.625
6869,Nebraska,2016,4,1,A,Northwestern,Big 10,Big 10,8.640000000000006,4.85125,2005.625,1.75,35.125,61.375,5.907499999999999,3.82125,1730.25,1.875,18.125,35.875
6870,Iowa,2016,5,0,H,Northwestern,Big 10,Big 10,7.948750000000004,4.146249999999998,1679.75,1.0,28.625,45.75,5.931249999999999,3.8062500000000004,1723.0,1.875,20.0,26.5
6871,Michigan State,2016,7,0,H,Northwestern,Big 10,Big 10,7.351250000000006,3.347499999999998,1814.25,1.625,23.5,47.875,6.247499999999999,3.6675000000000004,1752.625,1.625,24.125,26.75
6872,Indiana,2016,8,0,A,Northwestern,Big 10,Big 10,8.085,3.863749999999999,1738.5,2.0,26.25,55.75,6.682499999999999,3.645,1745.75,1.625,25.5,26.375
6873,Ohio State,2016,9,1,H,Northwestern,Big 10,Big 10,7.142500000000004,5.636249999999998,2089.25,0.75,42.625,56.25,6.684999999999999,3.8099999999999996,1700.0,1.5,25.0,27.625
6874,Wisconsin,2016,10,1,A,Northwestern,Big 10,Big 10,7.283750000000001,4.062500000000002,2040.875,1.625,24.75,26.625,6.862499999999999,3.619999999999999,1653.0,1.125,25.125,26.75
6875,Purdue,2016,11,0,H,Northwestern,Big 10,Big 10,6.567500000000002,2.450000000000003,1775.125,2.625,23.25,41.875,6.9375,3.8112499999999994,1726.75,1.25,28.125,24.25
6876,Minnesota,2016,12,1,H,Northwestern,Big 10,Big 10,6.85375,4.053750000000002,1906.75,1.25,28.5,54.0,6.6775,3.806249999999999,1709.5,1.25,26.625,22.125
6877,Illinois,2016,13,0,A,Northwestern,Big 10,Big 10,5.606249999999997,4.298750000000001,1478.375,2.125,16.875,48.625,6.6075,3.9799999999999986,1746.375,1.125,30.25,23.875
6878,Pittsburgh,2016,17,0,N,Northwestern,ACC,Big 10,9.993749999999986,5.535000000000003,1683.5,1.625,43.125,47.625,6.66625,4.011249999999999,1799.0,1.25,29.375,27.625
6879,Nevada,2017,1,0,A,Northwestern,MWC,Big 10,6.937499999999997,4.455,1673.0,1.5,27.0,34.875,6.819999999999999,3.888749999999998,1824.125,1.375,26.5,35.75
6880,Duke,2017,2,1,H,Northwestern,ACC,Big 10,5.946250000000002,3.7349999999999968,2018.125,1.0,23.375,42.625,6.649999999999999,3.6699999999999977,1730.875,1.75,25.625,33.625
6881,Bowling Green,2017,3,0,A,Northwestern,MAC,Big 10,6.421249999999995,4.026249999999999,1767.0,2.0,24.25,48.625,7.429999999999998,3.9137499999999976,1751.5,1.875,29.25,34.0
6882,Wisconsin,2017,5,1,H,Northwestern,Big 10,Big 10,10.183750000000003,4.271250000000003,2082.875,1.125,37.25,45.375,7.372499999999999,3.749999999999998,1850.5,2.0,31.375,36.75
6883,Penn State,2017,6,1,A,Northwestern,Big 10,Big 10,8.9575,4.728750000000001,1719.625,1.25,40.625,40.25,6.758749999999999,3.341249999999998,1814.25,2.125,26.625,46.0
6884,Maryland,2017,7,0,H,Northwestern,Big 10,Big 10,6.554999999999992,3.50375,1656.375,1.125,24.375,60.375,6.739999999999999,3.7787499999999983,1854.5,2.125,29.75,54.75
6885,Iowa,2017,8,0,A,Northwestern,Big 10,Big 10,6.912500000000004,3.453749999999998,1829.0,1.875,23.25,40.25,6.6499999999999995,3.469999999999998,1852.5,2.0,26.625,53.5
6886,Michigan State,2017,9,0,A,Northwestern,Big 10,Big 10,6.701250000000007,3.9587499999999975,2032.875,1.875,23.75,57.125,6.8275,3.1362499999999978,1774.875,1.875,27.625,50.25
6887,Nebraska,2017,10,0,H,Northwestern,Big 10,Big 10,7.082500000000005,3.3400000000000016,1850.625,2.0,22.5,61.375,6.5375,3.3912499999999977,1695.5,1.875,27.625,47.125
6888,Purdue,2017,11,0,A,Northwestern,Big 10,Big 10,6.506250000000002,3.912500000000002,1708.125,1.375,20.375,55.25,6.70125,3.5687499999999974,1801.125,1.5,28.375,48.875
6889,Minnesota,2017,12,0,A,Northwestern,Big 10,Big 10,5.52,4.195000000000002,1759.5,2.0,20.75,25.375,6.016249999999999,3.3174999999999977,1831.25,1.25,27.125,49.75
6890,Illinois,2017,13,0,H,Northwestern,Big 10,Big 10,5.297499999999997,3.6087500000000006,1768.75,2.25,14.0,54.0,6.24125,4.038749999999998,1829.0,1.125,29.375,47.25
6891,Kentucky,2017,17,0,N,Northwestern,SEC,Big 10,7.213750000000003,4.77875,1777.875,1.375,25.875,50.125,6.3149999999999995,4.503749999999998,1903.5,0.75,31.5,46.75
6892,Purdue,2018,1,0,H,Northwestern,Big 10,Big 10,6.3050000000000015,4.905000000000001,1730.375,1.125,24.75,52.625,6.36125,4.321249999999999,1882.75,0.5,30.75,42.5
6893,Duke,2018,2,1,A,Northwestern,ACC,Big 10,7.240000000000001,3.596249999999998,1759.25,1.375,25.125,33.125,6.325,4.307499999999999,1899.375,0.75,29.5,40.0
6894,Akron,2018,3,1,A,Northwestern,MAC,Big 10,6.8875000000000055,2.6887499999999998,1705.375,0.875,23.375,63.375,6.2775,4.319999999999999,1935.5,1.0,28.875,43.25
6895,Michigan,2018,5,1,A,Northwestern,Big 10,Big 10,7.5275,4.071249999999998,1889.375,1.375,29.5,67.375,6.16,3.7774999999999994,1912.875,0.75,27.125,38.25
6896,Michigan State,2018,6,0,H,Northwestern,Big 10,Big 12,7.146250000000006,3.8224999999999985,2187.75,1.375,29.375,60.75,6.34875,3.5187499999999994,1864.375,1.0,27.875,37.625
6897,Nebraska,2018,7,0,A,Northwestern,Big 10,Big 10,7.147500000000006,4.155000000000001,1666.0,2.0,24.75,85.5,6.39625,3.0624999999999996,1832.75,1.25,27.25,34.5
6898,Rutgers,2018,8,0,H,Northwestern,Big 10,Big 10,3.972499999999997,3.839999999999999,1735.375,2.625,15.125,66.25,6.11375,2.588749999999999,1847.0,1.25,24.25,36.875
6899,Wisconsin,2018,9,0,A,Northwestern,Big 10,Big 10,7.6437500000000025,6.046250000000003,1972.0,1.5,31.0,49.25,6.16125,2.3087499999999994,1830.25,1.625,25.125,30.625
6900,Notre Dame,2018,10,1,A,Northwestern,Independent,Big 10,8.537500000000007,4.4000000000000075,1741.75,1.25,34.875,42.375,5.975,2.1524999999999994,1809.375,1.625,23.875,23.625
6901,Iowa,2018,11,0,H,Northwestern,Big 10,Big 10,7.230000000000006,3.658749999999998,1965.125,1.5,26.625,43.75,5.85375,2.2662499999999994,1806.5,1.625,24.75,26.125
6902,Minnesota,2018,12,0,H,Northwestern,Big 10,Big 10,8.309999999999997,4.036250000000003,1848.125,2.625,26.25,35.5,6.35,2.2724999999999995,1803.5,1.25,23.5,24.25
6903,Illinois,2018,13,0,A,Northwestern,Big 10,Big 10,5.873749999999996,6.31125,1641.625,2.5,25.5,55.25,6.36375,2.8787499999999993,1830.375,1.25,24.375,23.0
6904,Ohio State,2018,14,1,N,Northwestern,Big 10,Big 10,9.430000000000005,3.7100000000000017,1918.25,1.75,40.0,74.875,6.13,3.6149999999999993,1814.0,1.375,23.75,20.5
6905,Utah,2018,17,0,N,Northwestern,PAC 12,Big 10,7.311250000000003,4.19875,1732.375,2.0,27.75,35.75,6.25875,3.6949999999999994,1828.75,1.25,23.375,23.375
6906,South Florida,2011,1,1,A,Notre Dame,Big East,Independent,4.27,3.0,1866.0,0.0,23.0,43.0,7.98,4.03,1734.0,5.0,20.0,73.0
6907,Michigan,2011,2,1,H,Notre Dame,Big 10,Independent,10.81,5.845,1237.0,1.5,34.5,43.5,8.030000000000001,5.015000000000001,1977.5,5.0,25.5,74.0
6908,Michigan State,2011,3,0,A,Notre Dame,Big 10,Independent,6.890000000000001,2.475,2247.0,1.0,28.5,53.0,7.416666666666668,4.53,1869.0,4.333333333333333,27.333333333333332,67.0
6909,Pittsburgh,2011,4,0,H,Notre Dame,Big East,Independent,6.6433333333333335,4.163333333333334,1541.6666666666667,1.3333333333333333,24.666666666666668,48.333333333333336,6.880000000000001,4.82,1866.75,3.75,24.25,71.5
6910,Purdue,2011,5,0,H,Notre Dame,Big 10,Independent,5.676666666666667,4.02,1736.0,1.0,19.666666666666668,87.66666666666667,6.792,5.292,1891.6,3.0,27.0,74.2
6911,Air Force,2011,6,0,A,Notre Dame,MWC,Independent,9.586666666666668,5.760000000000001,1580.3333333333333,1.6666666666666667,29.0,54.333333333333336,7.021666666666667,5.9383333333333335,1852.0,2.5,32.333333333333336,70.83333333333333
6912,USC,2011,8,1,A,Notre Dame,PAC 12,Independent,7.715714285714285,4.231428571428571,1998.7142857142858,1.7142857142857142,30.142857142857142,52.42857142857143,6.7700000000000005,5.508571428571429,1761.5714285714287,2.5714285714285716,30.142857142857142,67.57142857142857
6913,Navy,2011,9,0,A,Notre Dame,Independent,Independent,8.674285714285714,5.301428571428572,1856.857142857143,1.2857142857142858,28.428571428571427,39.285714285714285,7.22375,5.470000000000001,1752.375,2.5,33.375,65.5
6914,Wake Forest,2011,10,0,H,Notre Dame,ACC,Independent,7.9425,3.04125,1715.75,1.25,25.875,47.5,7.091249999999999,5.5425,1756.0,2.125,33.875,61.0
6915,Maryland,2011,11,0,A,Notre Dame,ACC,Independent,5.546249999999999,4.30125,1527.625,1.875,20.75,37.875,7.055,5.36875,1737.125,1.5,35.625,56.0
6916,Boston College,2011,12,0,A,Notre Dame,ACC,Independent,5.635,3.4925,1784.5,1.875,16.125,37.25,7.10125,5.44,1780.75,1.25,33.75,57.5
6917,Stanford,2011,13,1,H,Notre Dame,PAC 12,Independent,8.18375,5.265000000000001,1992.125,1.625,42.5,62.75,7.293750000000001,4.958750000000001,1754.25,1.375,33.625,55.375
6918,Florida State,2011,17,1,N,Notre Dame,ACC,Independent,9.488750000000001,3.3275,1813.125,1.0,28.625,58.625,7.156250000000002,4.393750000000002,1731.5,1.75,30.625,49.625
6919,Navy,2012,1,0,N,Notre Dame,Independent,Independent,7.043749999999999,4.715000000000001,1812.75,1.625,24.5,14.75,7.2062500000000025,4.043750000000001,1776.875,1.875,29.5,46.625
6920,Purdue,2012,2,0,A,Notre Dame,Big 10,Independent,6.673750000000001,3.641249999999999,1713.75,1.875,23.25,53.75,7.587500000000003,3.857500000000001,1881.25,1.625,29.875,47.125
6921,Michigan State,2012,3,0,H,Notre Dame,Big 10,Independent,7.995000000000001,3.993750000000001,1852.125,1.625,31.25,54.625,6.982500000000003,3.6562500000000004,1900.25,1.375,25.375,45.875
6922,Michigan,2012,4,0,A,Notre Dame,Big 10,Independent,7.598749999999997,4.074999999999999,1866.875,2.25,25.75,41.375,7.071250000000003,3.45875,1880.0,1.375,24.0,47.375
6923,Miami FL,2012,6,0,N,Notre Dame,ACC,Independent,7.360000000000002,4.1487500000000015,1640.25,1.875,23.125,52.0,7.112500000000003,3.80375,1914.75,1.375,23.5,46.125
6924,Stanford,2012,7,0,A,Notre Dame,PAC 12,Independent,7.367499999999999,4.30375,1904.625,1.375,29.625,53.5,7.113750000000003,3.7137500000000006,1900.375,1.625,24.0,46.75
6925,BYU,2012,8,0,A,Notre Dame,Independent,Independent,5.831250000000001,3.3837500000000014,1935.375,2.0,21.5,65.75,7.137500000000003,4.26875,1924.5,1.375,24.375,44.625
6926,Oklahoma,2012,9,0,H,Notre Dame,Big 12,Independent,6.973750000000004,3.9812500000000006,1715.5,1.625,31.625,41.875,7.340000000000002,4.625,1941.875,1.0,26.375,40.375
6927,Pittsburgh,2012,10,0,A,Notre Dame,Big East,Independent,8.223749999999997,3.09875,1887.125,0.75,24.0,58.25,6.955000000000001,4.3950000000000005,1955.125,1.25,23.75,42.375
6928,Boston College,2012,11,0,H,Notre Dame,ACC,Independent,6.9799999999999995,2.2275,1529.625,1.875,17.375,33.0,6.96125,4.790000000000001,1941.25,1.375,23.875,44.0
6929,Wake Forest,2012,12,0,A,Notre Dame,ACC,Independent,5.493749999999999,3.240000000000001,1692.875,1.375,19.125,39.25,7.526249999999999,5.262500000000001,1932.375,1.5,26.125,42.75
6930,USC,2012,13,0,H,Notre Dame,PAC 12,Independent,9.185,4.823750000000003,1784.5,2.875,34.75,62.25,7.5775,5.545000000000001,1992.0,1.25,27.25,42.875
6931,Alabama,2012,17,1,N,Notre Dame,SEC,Independent,9.25,5.7962500000000015,1985.875,1.375,36.5,35.5,7.500000000000001,4.833750000000001,1861.875,1.375,23.875,42.875
6932,Temple,2013,1,0,A,Notre Dame,AAC,Independent,5.5274999999999945,4.772499999999998,1805.875,2.125,20.0,42.75,8.322500000000002,5.078750000000001,1865.25,1.0,24.875,42.0
6933,Michigan,2013,2,1,H,Notre Dame,Big 10,Independent,9.1725,4.018749999999999,1846.0,2.125,34.125,48.5,8.187500000000002,4.925000000000001,1829.625,1.125,26.5,39.75
6934,Purdue,2013,3,0,H,Notre Dame,Big 10,Independent,6.597500000000002,4.103749999999999,1828.0,2.0,23.125,64.0,8.487500000000002,4.543750000000001,1820.125,1.25,26.625,42.0
6935,Michigan State,2013,4,0,A,Notre Dame,Big 10,Independent,4.5012500000000015,4.037500000000001,1959.375,1.625,20.375,68.375,8.323750000000002,4.282500000000001,1775.0,0.875,25.125,47.0
6936,Oklahoma,2013,5,1,A,Notre Dame,Big 12,Independent,7.238750000000003,4.657499999999999,2052.375,1.5,34.25,42.625,7.798750000000002,4.656250000000001,1714.125,1.0,25.125,48.5
6937,Arizona State,2013,6,0,A,Notre Dame,PAC 12,Independent,8.250000000000002,4.2299999999999995,1680.875,2.125,40.25,45.625,7.4562500000000025,4.225000000000001,1752.75,1.0,25.0,52.625
6938,USC,2013,8,0,A,Notre Dame,PAC 12,Independent,7.123750000000001,4.676250000000002,1924.125,1.625,23.125,57.625,7.281250000000003,3.967500000000001,1708.25,1.125,24.0,51.125
6939,Air Force,2013,9,0,H,Notre Dame,MWC,Independent,6.88125,4.471250000000001,1709.0,1.625,19.875,35.25,7.935000000000002,4.213750000000001,1763.625,1.0,27.875,48.625
6940,Navy,2013,10,0,A,Notre Dame,Independent,Independent,7.05375,4.803749999999999,1861.5,1.0,26.625,25.875,7.803750000000002,4.458750000000001,1692.5,1.25,29.125,47.625
6941,Pittsburgh,2013,11,1,H,Notre Dame,ACC,Independent,8.369999999999996,2.8512500000000003,1795.875,1.375,25.25,41.5,8.082500000000001,4.5462500000000015,1673.875,1.375,28.0,49.125
6942,BYU,2013,13,0,A,Notre Dame,Independent,Independent,7.477499999999999,4.368750000000001,1667.875,1.625,29.125,61.625,7.9612500000000015,4.863750000000001,1693.75,1.375,27.0,49.375
6943,Stanford,2013,14,1,H,Notre Dame,PAC 12,Independent,7.721250000000001,4.916249999999999,1927.375,1.5,28.625,42.625,8.170000000000002,4.892500000000002,1663.25,1.625,27.375,40.5
6944,Rutgers,2013,17,0,N,Notre Dame,AAC,Independent,6.5137499999999955,2.994999999999999,1726.5,2.75,18.125,47.625,8.498750000000003,4.452500000000002,1768.25,1.375,28.375,39.5
